,rai_a,rai_b,rai_divergence,rai_diff
2024-12-02,-0.3536988555780082,1.7426919961570042,2.0963908517350123,-2.0963908517350123
2024-12-03,0.5305482833670114,-0.11123565932917076,0.6417839426961822,0.6417839426961822
2024-12-04,0.5305482833670114,-0.8528067215236407,1.3833550048906522,1.3833550048906522
2024-12-05,0.08842471389450164,1.3719064650597692,1.2834817511652676,-1.2834817511652676
2024-12-06,-0.3536988555780082,-0.11123565932917076,0.24246319624883741,-0.24246319624883741
2024-12-09,-0.7958224250505179,-1.2235922526208758,0.42776982757035786,0.42776982757035786
2024-12-10,0.5305482833670114,1.7426919961570042,1.2121437127899928,-1.2121437127899928
2024-12-11,-1.2379459945230278,-0.11123565932917076,1.126710335193857,-1.126710335193857
2024-12-12,-0.7958224250505179,-0.48202119042640573,0.3138012346241122,-0.3138012346241122
2024-12-13,0.08842471389450164,0.2595498717680642,0.17112515787356258,-0.17112515787356258
2024-12-16,0.08842471389450164,1.0011209339625342,0.9126962200680325,-0.9126962200680325
2024-12-17,0.9726718528395213,0.2595498717680642,0.7131219810714571,0.7131219810714571
2024-12-18,-0.3536988555780082,-0.48202119042640573,0.12832233484839756,0.12832233484839756
2024-12-19,-0.3536988555780082,-0.8528067215236407,0.4991078659456325,0.4991078659456325
2024-12-20,-1.2379459945230278,-0.8528067215236407,0.3851392729993871,-0.3851392729993871
2024-12-23,-0.3536988555780082,-1.2235922526208758,0.8698933970428676,0.8698933970428676
2024-12-24,0.5305482833670114,-0.48202119042640573,1.0125694737934172,1.0125694737934172
2024-12-26,-1.2379459945230278,-0.48202119042640573,0.755924804096622,-0.755924804096622
2024-12-27,0.5305482833670114,-0.8528067215236407,1.3833550048906522,1.3833550048906522
2024-12-30,3.1832897002020704,1.7426919961570042,1.4405977040450662,1.4405977040450662
