,ABBV,AXP,BAC,BLK,COF,CVX,GS,HAL,JNJ,JPM,MA,MRK,MS,PFE,SLB,TROW,USB,V,WFC,XOM
2022-11-10,131.9755859375,148.2850341796875,34.84284210205078,698.078857421875,106.8098373413086,155.64271545410156,346.7445983886719,35.032615661621094,157.40206909179688,124.25581359863281,330.3279724121094,91.69618225097656,79.37037658691406,38.5383186340332,48.79902648925781,105.61042022705078,38.075687408447266,200.14735412597656,43.866580963134766,97.55644226074219
2022-11-11,132.3634490966797,148.419189453125,35.098697662353516,711.80517578125,109.47489166259766,160.07249450683594,353.0322570800781,35.8942985534668,152.6927032470703,124.45819854736328,332.306396484375,88.15935516357422,81.14012145996094,38.71725845336914,50.37971496582031,112.97306060791016,38.11811447143555,199.59237670898438,43.50065231323242,100.60232543945312
2022-11-14,133.75619506835938,147.6909637451172,34.504737854003906,680.9348754882812,105.06765747070312,160.14974975585938,350.4566345214844,35.254981994628906,155.0924835205078,123.17952728271484,332.38470458984375,90.31024932861328,80.27313995361328,40.05121612548828,49.69046401977539,106.33058166503906,37.21013641357422,201.4033203125,42.878562927246094,100.89601135253906
2022-11-15,134.902099609375,147.46096801757812,34.449913024902344,680.1631469726562,97.52448272705078,161.4374542236328,350.9333190917969,36.05181884765625,155.5255126953125,122.28731536865234,336.43951416015625,89.63528442382812,80.88987731933594,39.50625228881836,50.241859436035156,107.05075073242188,37.14225387573242,204.4507598876953,42.732181549072266,101.5723876953125
2022-11-16,133.8707733154297,146.19610595703125,34.13923263549805,667.962158203125,95.82937622070312,158.81051635742188,350.42919921875,35.069679260253906,156.4908447265625,122.4528579711914,335.7049560546875,89.93226623535156,80.2820816040039,39.083290100097656,48.697940826416016,104.94955444335938,36.42945098876953,204.5968017578125,42.27475357055664,100.48664093017578
2022-11-17,134.12640380859375,144.34674072265625,33.96560287475586,662.706787109375,93.64459991455078,159.26034545898438,348.09197998046875,34.71759033203125,157.75390625,121.9193115234375,334.24560546875,92.07415771484375,79.50446319580078,39.311038970947266,48.55089569091797,104.01757049560547,36.29367446899414,205.4243927001953,42.07350158691406,100.62010955810547
2022-11-18,136.61215209960938,146.12905883789062,33.983882904052734,662.063720703125,93.19256591796875,158.30874633789062,347.5603332519531,34.0134162902832,158.9628143310547,123.11515045166016,336.6158447265625,93.80206298828125,79.72792053222656,39.22969436645508,49.11149215698242,103.42449188232422,36.81130599975586,205.23941040039062,42.540061950683594,99.74795532226562
2022-11-21,138.48976135253906,146.42611694335938,34.093528747558594,664.9025268554688,95.40560913085938,156.7947540283203,348.4859924316406,33.47602081298828,159.77999877929688,122.38849639892578,331.2878112792969,95.04400634765625,79.62065887451172,39.189029693603516,48.036258697509766,102.51792907714844,36.81978988647461,200.8775634765625,42.85110855102539,98.76007843017578
2022-11-22,140.85211181640625,148.12216186523438,34.25801467895508,673.860595703125,95.63162994384766,160.81756591796875,351.8406066894531,34.69905090332031,160.55181884765625,124.2190170288086,337.8596496582031,96.2049331665039,80.14800262451172,39.921077728271484,49.2952880859375,105.42401885986328,37.26104736328125,204.78182983398438,43.09812545776367,101.61688232421875
2022-11-23,140.49949645996094,147.49928283691406,34.36766815185547,676.4972534179688,95.70695495605469,159.39012145996094,354.02203369140625,33.87443923950195,160.72430419921875,125.54364013671875,341.4639587402344,96.13294982910156,80.3803939819336,39.73398971557617,47.25510025024414,105.39859771728516,37.430763244628906,206.14486694335938,43.29938888549805,101.1095962524414
2022-11-25,140.70225524902344,147.71011352539062,34.449913024902344,677.8386840820312,95.79173278808594,158.9229278564453,356.4143371582031,33.68913269042969,160.93313598632812,125.78282165527344,344.05938720703125,96.74491882324219,81.25634002685547,40.02681350708008,46.712894439697266,105.94931030273438,37.55805206298828,208.1505126953125,43.40000915527344,100.75360870361328
