date,johansen_rank,eigenvalue,hedge_ratio,half_life,zscore
2022-06-27,0,0.02828265252239517,0.7098002342240403,17.111777568258308,-1.0692782824786742
2022-06-28,0,0.02761542249143876,0.7292423199007154,19.741412109343244,-1.1815411138130583
2022-06-29,0,0.030164616071362907,0.7495056975058093,20.59072747577206,-1.2631101884402938
2022-06-30,0,0.03766263912192163,0.7695586878836943,20.700862120991644,-1.265628689866958
2022-07-01,0,0.04898734141036375,0.7899399165665395,19.10246897588533,-1.1366961091259582
2022-07-05,0,0.04974772685774983,0.8119748737455704,17.2925934009235,-1.1127427536288397
2022-07-06,0,0.058948908549741226,0.8380617677556719,17.242354491773167,-1.124515842780227
2022-07-07,0,0.0874268695461587,0.8658301880288148,16.136612304999765,-1.1693025498524714
2022-07-08,1,0.12490999782065927,0.8936251327849462,13.29801330139894,-1.0751230129548102
2022-07-11,1,0.1167681150616578,0.9271734120377023,10.275786626722757,-0.9370856632858743
2022-07-12,1,0.1200811182406358,0.9660649035864327,9.415371880322137,-0.882610061160867
2022-07-13,1,0.1253898348373058,1.0024107438696381,8.547298296537246,-0.993714026882068
2022-07-14,1,0.1277117990075465,1.0316875928456544,7.623751979886801,-0.7788691683039463
2022-07-15,1,0.16924907955303908,1.060293980904265,7.124207855789448,-0.8605920551317789
2022-07-18,0,0.0879339789632025,1.081804989905401,5.755675087445591,-0.7245634177556743
2022-07-19,0,0.04811191385195718,1.1080409238889082,8.065008571095904,-1.1248682625050739
2022-07-20,0,0.05303714306052376,1.1289535445937116,12.331964675481759,-0.7322178835614406
2022-07-21,0,0.03943679728058608,1.1387096008966648,12.123490207241296,-0.8478484062002165
2022-07-22,0,0.04750479785740857,1.1462560038991778,13.650655449634323,-0.573809838608545
2022-07-25,0,0.04719693452500952,1.146889590626822,11.3041013681599,0.7923080947777695
2022-07-26,0,0.045851679441933545,1.1515338390294043,10.57409905424173,0.5621479255695639
2022-07-27,0,0.04168283648123046,1.1568645868346876,10.986751889880148,0.7524578872848248
2022-07-28,0,0.04570377580685753,1.1621783672528414,11.012067064800314,0.5763553829605738
2022-07-29,0,0.0435931273627378,1.1648244092205435,10.893589023149438,0.8776406588162704
2022-08-01,0,0.0424784526806928,1.1697120084727932,10.532236582966563,0.7906548587616344
2022-08-02,0,0.0526139750619523,1.1760956781752123,10.757952581452171,0.6996356934196936
2022-08-03,0,0.047767656276816416,1.180966406889585,10.518581761456524,0.9410889143649798
2022-08-04,0,0.059216628813227826,1.1882133008206681,10.75040271307165,1.171681656474921
2022-08-05,0,0.04332085498469716,1.1915857156628857,10.742696021586852,1.8021909211097071
2022-08-08,0,0.04958837524059543,1.198564897427012,11.4411908128562,1.8891328006322812
2022-08-09,0,0.061199315487247816,1.206304684499615,10.80235175704609,1.5571013704404588
2022-08-10,0,0.040653920928845434,1.2122636031061118,12.068786285304789,2.0621970243850276
2022-08-11,0,0.057875441478663234,1.2245530232594541,10.823041076307636,1.4136100703168317
2022-08-12,0,0.07212495135887609,1.2341504970980508,9.78971722499534,0.9966378360944138
2022-08-15,0,0.06454685645434113,1.2449535497252713,9.605297098531567,1.3620790721820595
2022-08-16,0,0.05581628905806804,1.2570120762334094,10.042454541973402,1.6959255296580638
2022-08-17,0,0.08627303608042985,1.2693695027703433,9.486865941173626,1.3120677074924696
2022-08-18,0,0.08730555920611671,1.2787208438876767,8.970480567452555,1.44067833674694
2022-08-19,0,0.06518910940638611,1.2965755308735623,8.964257982311356,1.5139564802006142
2022-08-22,0,0.05980707828226564,1.3138475661299909,8.374975577530117,1.4616434247102592
2022-08-23,0,0.048894442725212844,1.3227504024130727,8.42921023315936,1.3926452098683917
2022-08-24,0,0.05654847162834165,1.33232348144916,8.664372214994861,1.1522144798046094
2022-08-25,0,0.06400569405391586,1.3366453066121458,8.504803952344876,1.3203509025397226
2022-08-26,0,0.06761562181063432,1.3425889223134173,7.791958793967597,1.1004045011798471
2022-08-29,0,0.06440943558642746,1.3416466654088859,7.465324190073348,1.1074212313980596
2022-08-30,0,0.05590872119326469,1.3405548639791833,7.563455931836934,1.2080207356245491
2022-08-31,0,0.06159342905328249,1.3431510054349667,8.207451272679293,1.3023903146835583
2022-09-01,0,0.06455862464160692,1.343396755158663,7.646652075947916,1.052565953385506
2022-09-02,0,0.056595501186496276,1.344155972323175,7.588313062124507,1.1157822824557282
2022-09-06,0,0.05964527853141704,1.3478021558773485,7.85325412464786,1.013559622742175
2022-09-07,0,0.0406667662286657,1.3473311156797774,7.974397334157156,1.2623147357978406
2022-09-08,0,0.036474001824861074,1.350621257721123,9.308250031164304,1.2588118434387034
2022-09-09,0,0.03648437721756757,1.3467595498859126,9.344403174442096,1.0956655225775132
2022-09-12,0,0.03692560478955464,1.3381999879787285,9.777871596937288,1.4928505135694639
2022-09-13,0,0.0351193808160161,1.326052171567349,11.378277578917372,1.8187507359863782
2022-09-14,0,0.03135799943008927,1.304235549745332,14.61054051973813,2.4295519588962633
2022-09-15,0,0.0354325452899985,1.2815406449466784,16.76724785933807,2.5309077599159346
2022-09-16,0,0.038101241965972324,1.2620679681609108,13.994289333225279,1.981972321912654
2022-09-19,0,0.039159193722320775,1.2424008663755013,12.325709508358395,1.6410016953333133
2022-09-20,0,0.0402258323567998,1.2198409750728099,14.023953677409782,1.7931958944521225
2022-09-21,0,0.0387967536639112,1.1972997338592557,13.72712066265269,1.6418163691733467
2022-09-22,0,0.04369883616396614,1.1764507782640132,12.055199111577387,1.1820942265004017
2022-09-23,0,0.047001923605322515,1.1559449986724875,11.345111906577152,0.9623112105079442
2022-09-26,0,0.04520346244724883,1.1359714486076349,11.071345344337317,0.7734073436004852
2022-09-27,0,0.044718325680257305,1.1154517713234133,11.152042997636093,0.7057072818084448
2022-09-28,0,0.043651237861567035,1.0975355605052124,11.068411129776242,0.6450516863855429
2022-09-29,0,0.043463691148826374,1.0833860867953335,11.026189531043899,0.47361214596251416
2022-09-30,0,0.03170888842637014,1.0717034127634193,11.124917209391944,0.22623429482241983
2022-10-03,0,0.03113752851964334,1.0616357779915526,13.163769503434049,-0.01660137254822886
2022-10-04,0,0.032097935159401,1.0565181411390034,13.684930238457016,0.23927375799817863
2022-10-05,0,0.03799265415855778,1.0546942102274581,13.840098852388454,0.39998789636138404
2022-10-06,0,0.04455019150392786,1.0478037389229402,13.42499749335545,0.36498223590448864
2022-10-07,0,0.055625390000563,1.0377558475235302,14.113173538770988,0.39268791677148907
2022-10-10,0,0.059559004342772545,1.029208306268635,14.212558291896,0.28924560629191204
2022-10-11,0,0.053905846044150996,1.0219846313652625,13.897224328729072,0.15586758020436306
2022-10-12,0,0.043361805803485,1.0127091307476663,13.985041697896976,-0.015026465786196116
2022-10-13,0,0.053475625534183904,1.005567431109846,14.059917447529855,-0.08901980574717985
2022-10-14,0,0.04940805323806817,0.9989435633783706,13.473001863057334,0.08712145131011333
2022-10-17,0,0.05221085983319657,0.9887365856359784,13.721951809742242,-0.33868658174283844
2022-10-18,0,0.064683173849578,0.9789956028376028,11.579279718065738,0.120403672432344
2022-10-19,0,0.05172304438715577,0.9614903150809048,11.248891064739023,0.5336652574471014
2022-10-20,0,0.043184659594563544,0.9342933095475816,12.493418818977911,0.8570265396848785
2022-10-21,0,0.0464354321655361,0.9173799281892467,14.616342135186098,0.5923634643824219
2022-10-24,0,0.06596904613686505,0.9109359165256554,13.994969328692811,-0.05184873576790457
2022-10-25,0,0.05791962368254347,0.9051800191397851,13.704519455542624,0.018479617227671184
2022-10-26,0,0.055958766391335915,0.8938105551150848,14.51306575700326,0.34231805545761995
2022-10-27,0,0.05015437692669053,0.891173605425862,14.487820306819772,0.25900243882361584
2022-10-28,0,0.0458690415021736,0.8908440788063987,14.426024873600358,0.23937318283230996
2022-10-31,0,0.04614193914102202,0.8960815499194361,15.043835205103015,0.07884953410833052
2022-11-01,0,0.040031458367534654,0.8968355860814787,14.962195918997423,-0.11088182743517846
2022-11-02,0,0.04252351111686203,0.8991632072367602,14.884713498676149,-0.4842712482155402
2022-11-03,0,0.040437988534161556,0.9027729476263415,15.826282076266533,-0.5576085012530163
2022-11-04,0,0.04538659139913368,0.9062747896639736,15.977315560425662,-0.6045591507164229
2022-11-07,0,0.04220715871704102,0.9070987157779681,15.32858313007293,-0.2163989732975612
2022-11-08,0,0.04346524384218625,0.9081806502854012,15.287931285022806,-0.16070720299641694
2022-11-09,0,0.04436202219262923,0.9087987995914831,14.990288545619883,0.2913130874585377
2022-11-10,0,0.04760579488557567,0.9098828664531936,14.67878213839965,0.1559684659894175
2022-11-11,0,0.043409636898846596,0.9111326292923907,14.814259868979786,-0.27231533359248633
2022-11-14,0,0.04627735319648702,0.9089261717339203,14.825475716385796,-0.6996646056084213
2022-11-15,0,0.06006673001361814,0.9130776224056905,14.280355707696323,-0.08776020926871345
2022-11-16,0,0.07139768359464638,0.914382701320082,14.148847923882993,1.1579447081597782
2022-11-17,0,0.0837249387912257,0.9128444713772119,14.587345491542518,1.1923329049556524
2022-11-18,0,0.0764337842259264,0.9027886642973141,15.095079507953425,1.1943205529774628
2022-11-21,0,0.08417258589578766,0.8954312415793909,16.71258482865304,1.564946697722688
2022-11-22,0,0.08436238042956937,0.8935862474150273,15.587314010377982,1.2331642418780278
2022-11-23,1,0.10023844326082729,0.8843164942365415,16.855043328455874,1.4782723397399657
2022-11-25,1,0.12367600596927648,0.8764354581124185,16.620679018583985,1.3295488584792412
2022-11-28,1,0.11762142060063326,0.8722361075513254,16.93390487277613,1.3310540646522508
2022-11-29,1,0.09727540575822037,0.868215366249238,16.027727845981307,1.0649373030849856
2022-11-30,0,0.08074597402361215,0.8673131797663443,16.993184032328298,1.2861677664523004
2022-12-01,0,0.07609758418991128,0.8679805207660791,18.981256493312998,1.62358325822229
2022-12-02,0,0.07160644788914786,0.8568035525453136,23.205513677635885,2.101628567558354
2022-12-05,0,0.07102922634372971,0.8399189839736138,23.530097926503462,2.1267830640943988
2022-12-06,0,0.06655420501876777,0.8126628205945914,27.624836660230336,2.2685966531967714
2022-12-07,0,0.0664638138427903,0.7874237364905439,21.163940743828515,2.080149589630928
2022-12-08,0,0.06566851753432425,0.7490129370648444,26.0153235844395,2.0797711130900134
2022-12-09,0,0.06678445210698866,0.7264835029414514,24.6574794657449,1.8620339237579424
2022-12-12,0,0.06808726454664643,0.7075265205678031,22.799432347271413,1.6754862190220845
2022-12-13,0,0.07282971278684058,0.6942161230900774,22.743519197423407,1.813214138003297
2022-12-14,0,0.07563584123993923,0.683467265817806,21.83918609916706,1.6666416622114764
2022-12-15,0,0.07541633386602278,0.6808506342827412,18.044249983106873,1.35517200241581
2022-12-16,0,0.07241074848332317,0.6786856762941156,15.31770405684261,1.0274684907411284
2022-12-19,0,0.06743207611824717,0.6750460582451148,13.804630966767537,0.7926580180401732
2022-12-20,0,0.06153165826674073,0.6634453825761144,13.66336961025338,0.782911514605399
2022-12-21,0,0.06108715263798951,0.6498040157769431,13.246961757216045,0.7946939668131567
2022-12-22,0,0.062427235135628104,0.6435116155893106,12.529713212774064,0.8554193848297449
2022-12-23,0,0.06983188276379455,0.6420229606765744,11.114485610170266,0.5798588413643211
2022-12-27,0,0.06542961368544976,0.6393158753433437,11.315347647756862,0.7166975976453172
2022-12-28,0,0.06740716683265524,0.6445190582808529,11.215342080251787,0.6047338496470189
2022-12-29,1,0.08230373842162615,0.6519360097727702,10.454491177541781,0.32011244202158284
2022-12-30,1,0.07315459837999755,0.6557703525392992,9.54593003619773,0.5514887556843712
2023-01-03,1,0.08816007736307191,0.6605564204773462,9.616435144228442,0.58905985508191
2023-01-04,1,0.07676655104143312,0.6626923657395669,8.476886614915982,0.4669162654602993
2023-01-05,1,0.08841188214406998,0.660680936743131,9.389202467503205,0.7409894002149234
2023-01-06,1,0.07881715690709018,0.6695300699685462,8.081639736159737,0.28972515234937035
2023-01-09,1,0.08736165693879742,0.6852590332151265,9.352575661338399,0.6170813218416885
2023-01-10,1,0.08175532258044288,0.7013959173293135,8.99868698038018,0.6113745493681715
2023-01-11,0,0.059592911109864054,0.722128743194481,9.393861917813306,0.7842593838912831
2023-01-12,0,0.06599218979856479,0.7423749714460071,12.613012128281598,0.6865865502994355
2023-01-13,0,0.059553896071821204,0.7460717094385916,12.881204329307238,0.9884745813277352
2023-01-17,0,0.06540432249924706,0.7535933818965906,12.526422229050333,0.8700264882409242
2023-01-18,0,0.0610632923770443,0.757942987127324,11.65639623510552,0.332992914751765
2023-01-19,0,0.06505586546868576,0.7636910686229967,11.806281343485754,-0.09254427709829827
2023-01-20,0,0.06775911491074636,0.7676856204262179,11.860994831967982,-0.2142180606184838
2023-01-23,0,0.06136979327189485,0.7714406451492676,11.705313509813841,-0.21323734697124969
2023-01-24,0,0.061713371382619155,0.7757417465805767,11.748069001092704,-0.18738805232803638
2023-01-25,0,0.0600818736291852,0.7798508183718562,12.132291616981153,0.16953028133532574
2023-01-26,0,0.04839087058860594,0.7673943191771805,11.957424342790588,-0.9915712859928069
2023-01-27,0,0.0488632566568028,0.7506145766198233,12.081683212186343,-1.1013150548428194
2023-01-30,0,0.0753837537433355,0.7759657886049283,8.126385143531637,1.901251317441898
2023-01-31,0,0.0825138030051169,0.8015218180303804,8.940574247030382,2.2285813141198845
2023-02-01,0,0.08002310224642177,0.8279129080134162,8.933005069634634,1.9265675656256485
2023-02-02,0,0.07665539085290918,0.8497188418397912,9.493604015161921,1.9795274454620466
2023-02-03,0,0.07145534332391887,0.865807681362583,7.928945013697508,0.9422474764881076
2023-02-06,0,0.07427100850001774,0.8924691392468647,8.518087233647249,1.8512285082864535
2023-02-07,0,0.0753772196407548,0.9128829131275359,9.049521150083116,1.9259664321756447
2023-02-08,0,0.07415506794233896,0.9380999830767711,9.049858124385132,1.799349599875674
2023-02-09,0,0.0791896876531688,0.9645866185880594,10.008171052500158,2.194638867574605
2023-02-10,0,0.08525462078324601,0.990479819065301,11.018003442185462,2.387373396204826
2023-02-13,0,0.08931058991293528,1.0166546858107168,11.03837241317047,2.265357362970332
2023-02-14,0,0.08758039856214483,1.0460772217104624,10.804680586669244,2.1372643206609223
2023-02-15,0,0.09062893976005032,1.0751634809811197,11.646554499393577,2.2882463516785543
2023-02-16,0,0.09420145531464941,1.10158401683027,11.651331168017704,2.2275562119606587
2023-02-17,0,0.09644785390188286,1.1248604642838596,11.75810408036738,2.2174453466266852
2023-02-21,0,0.09649059866347462,1.1460308751032762,11.536145226704736,2.0908196643968595
2023-02-22,0,0.1017203091899293,1.1599977241187522,11.433718176645563,1.9611946535086038
