,rai_a,rai_b,rai_divergence,rai_diff
2024-12-02,-0.8371497300761902,-0.7499632497126236,0.08718648036356658,-0.08718648036356658
2024-12-03,1.953349370177777,0.5982852890965876,1.3550640810811894,1.3550640810811894
2024-12-04,0.27904991002539675,-1.5926185864683806,1.8716684964937773,1.8716684964937773
2024-12-05,-0.27904991002539675,0.5982852890965876,0.8773351991219844,-0.8773351991219844
2024-12-06,-0.8371497300761902,0.5982852890965876,1.4354350191727778,-1.4354350191727778
2024-12-09,-0.27904991002539675,0.09269208704313339,0.37174199706853017,-0.37174199706853017
2024-12-10,2.5114491902285705,0.766816356447739,1.7446328337808314,1.7446328337808314
2024-12-11,0.27904991002539675,-1.5926185864683806,1.8716684964937773,1.8716684964937773
2024-12-12,-0.8371497300761902,0.766816356447739,1.6039660865239291,-1.6039660865239291
2024-12-13,-1.3952495501269837,-0.918494317063775,0.47675523306320866,-0.47675523306320866
2024-12-16,0.27904991002539675,0.09269208704313339,0.18635782298226336,0.18635782298226336
2024-12-17,-0.27904991002539675,0.9353474237988905,1.2143973338242873,-1.2143973338242873
2024-12-18,0.27904991002539675,1.4409406258523447,1.161890715826948,-1.161890715826948
2024-12-19,-0.8371497300761902,0.766816356447739,1.6039660865239291,-1.6039660865239291
2024-12-20,1.3952495501269837,0.766816356447739,0.6284331936792447,0.6284331936792447
2024-12-23,-0.8371497300761902,0.2612231543942848,1.098372884470475,-1.098372884470475
2024-12-24,-0.27904991002539675,-1.9296807211706835,1.6506308111452868,1.6506308111452868
2024-12-26,0.27904991002539675,0.766816356447739,0.4877664464223423,-0.4877664464223423
2024-12-27,0.27904991002539675,-0.41290111501032084,0.6919510250357176,0.6919510250357176
2024-12-30,-0.8371497300761902,-1.2555564517660778,0.4184067216898876,0.4184067216898876
