,rai_a,rai_b,rai_divergence,rai_diff
2024-12-02,0.05006591950647735,0.4205454024930045,0.3704794829865271,-0.3704794829865271
2024-12-03,0.05006591950647735,0.07009090041550055,0.0200249809090232,-0.0200249809090232
2024-12-04,0.05006591950647735,0.24531815145425254,0.1952522319477752,-0.1952522319477752
2024-12-05,-0.9512524706230553,-0.10513635062325144,0.8461161199998039,-0.8461161199998039
2024-12-06,-0.9512524706230553,-0.8060453547782593,0.14520711584479595,-0.14520711584479595
2024-12-09,-0.9512524706230553,0.24531815145425254,1.1965706220773078,-1.1965706220773078
2024-12-10,0.05006591950647735,1.9975906618417723,1.9475247423352948,-1.9475247423352948
2024-12-11,0.05006591950647735,-0.10513635062325144,0.1552022701297288,0.1552022701297288
2024-12-12,-0.9512524706230553,0.24531815145425254,1.1965706220773078,-1.1965706220773078
2024-12-13,0.05006591950647735,-0.10513635062325144,0.1552022701297288,0.1552022701297288
2024-12-16,1.05138430963601,-0.10513635062325144,1.1565206602592615,1.1565206602592615
2024-12-17,-0.9512524706230553,0.24531815145425254,1.1965706220773078,-1.1965706220773078
2024-12-18,-0.9512524706230553,0.07009090041550055,1.0213433710385558,-1.0213433710385558
2024-12-19,-0.9512524706230553,-0.10513635062325144,0.8461161199998039,-0.8461161199998039
2024-12-20,1.05138430963601,-0.10513635062325144,1.1565206602592615,1.1565206602592615
2024-12-23,0.05006591950647735,0.07009090041550055,0.0200249809090232,-0.0200249809090232
2024-12-24,3.0540210898950755,0.24531815145425254,2.808702938440823,2.808702938440823
2024-12-26,0.05006591950647735,0.4205454024930045,0.3704794829865271,-0.3704794829865271
2024-12-27,1.05138430963601,-3.609681371398291,4.661065681034301,4.661065681034301
2024-12-30,0.05006591950647735,0.7709999045705085,0.7209339850640312,-0.7209339850640312
