,rai_a,rai_b,rai_divergence,rai_diff
2024-12-02,0.6843081760357852,-0.587753812781623,1.2720619888174083,1.2720619888174083
2024-12-03,-0.2531002842872086,-0.587753812781623,0.3346535284944144,0.3346535284944144
2024-12-04,0.12186309984198894,0.14693845319540508,0.025075353353416138,-0.025075353353416138
2024-12-05,0.6843081760357852,0.8816307191724331,0.19732254313664788,-0.19732254313664788
2024-12-06,0.3093447919065877,0.14693845319540508,0.16240633871118262,0.16240633871118262
2024-12-09,-0.2531002842872086,-1.322446078758651,1.0693457944714424,1.0693457944714424
2024-12-10,-0.2531002842872086,0.14693845319540508,0.40003873748261365,-0.40003873748261365
2024-12-11,-0.2531002842872086,-0.587753812781623,0.3346535284944144,0.3346535284944144
2024-12-12,0.12186309984198894,0.8816307191724331,0.7597676193304441,-0.7597676193304441
2024-12-13,0.49682648397118645,-0.587753812781623,1.0845802967528093,1.0845802967528093
2024-12-16,0.3093447919065877,0.14693845319540508,0.16240633871118262,0.16240633871118262
2024-12-17,-0.06561859222260984,0.8816307191724331,0.9472493113950429,-0.9472493113950429
2024-12-18,-0.06561859222260984,-0.587753812781623,0.5221352205590132,0.5221352205590132
2024-12-19,0.49682648397118645,0.8816307191724331,0.3848042352012466,-0.3848042352012466
2024-12-20,0.3093447919065877,-0.587753812781623,0.8970986046882107,0.8970986046882107
2024-12-23,0.8717898681003841,0.14693845319540508,0.724851414904979,0.724851414904979
2024-12-24,-4.002734125579184,3.085707517103517,7.088441642682701,-7.088441642682701
2024-12-26,0.3093447919065877,-0.587753812781623,0.8970986046882107,0.8970986046882107
2024-12-27,0.12186309984198894,-0.587753812781623,0.7096169126236119,0.7096169126236119
2024-12-30,0.3093447919065877,-1.322446078758651,1.6317908706652386,1.6317908706652386
